id,date,category,revenue,cost,units_sold,profit,cleaned_at
318,2026-02-09,Books,235.85,139.5,11,96.35,2026-07-14 18:41:12
319,2026-02-09,Clothing,297.39,159.78,7,137.60999999999999,2026-07-14 18:41:12
320,2026-02-09,Electronics,268.11,177.46,1,90.65,2026-07-14 18:41:12
321,2026-02-09,Electronics,1047.04,582.45,4,464.5899999999999,2026-07-14 18:41:12
322,2026-02-09,Electronics,1619.23,959.68,6,659.5500000000001,2026-07-14 18:41:12
323,2026-02-09,Electronics,1899.71,1327.86,7,571.8500000000001,2026-07-14 18:41:12
324,2026-02-09,Home & Kitchen,494.71,253.08,6,241.62999999999997,2026-07-14 18:41:12
325,2026-02-09,Home & Kitchen,708.32,480.06,9,228.26000000000005,2026-07-14 18:41:12
326,2026-02-09,Sports,240.61,228.58,2,12.030000000000001,2026-07-14 18:41:12
327,2026-02-09,Sports,755.69,717.91,6,37.780000000000086,2026-07-14 18:41:12
328,2026-02-09,Sports,1057.59,1004.71,9,52.87999999999988,2026-07-14 18:41:12
329,2026-02-10,Clothing,138.2,89.91,3,48.28999999999999,2026-07-14 18:41:12
330,2026-02-10,Clothing,273.55,151.38,6,122.17000000000002,2026-07-14 18:41:12
331,2026-02-10,Electronics,2935.36,1877.15,11,1058.21,2026-07-14 18:41:12
332,2026-02-10,Home & Kitchen,309.32,187.61,4,121.70999999999998,2026-07-14 18:41:12
333,2026-02-10,Home & Kitchen,484.02,257.24,6,226.77999999999997,2026-07-14 18:41:12
334,2026-02-10,Sports,0.0,0.0,0,0.0,2026-07-14 18:41:12
335,2026-02-10,Sports,1106.27,1050.96,10,55.309999999999945,2026-07-14 18:41:12
336,2026-02-10,Sports,255.58,242.8,2,12.780000000000001,2026-07-14 18:41:12
337,2026-02-11,Books,93.86,48.51,5,45.35,2026-07-14 18:41:12
338,2026-02-11,Clothing,405.82,269.36,10,136.45999999999998,2026-07-14 18:41:12
339,2026-02-11,Clothing,461.94,317.08,10,144.86,2026-07-14 18:41:12
340,2026-02-11,Clothing,129.63,83.18,3,46.44999999999999,2026-07-14 18:41:12
341,2026-02-11,Clothing,136.52,88.92,3,47.60000000000001,2026-07-14 18:41:12
342,2026-02-11,Clothing,383.04,209.03,8,174.01000000000002,2026-07-14 18:41:12
343,2026-02-11,Electronics,1989.43,1017.76,8,971.6700000000001,2026-07-14 18:41:12
344,2026-02-11,Home & Kitchen,0.0,0.0,0,0.0,2026-07-14 18:41:12
345,2026-02-11,Home & Kitchen,844.95,495.52,11,349.43000000000006,2026-07-14 18:41:12
346,2026-02-11,Sports,652.47,619.85,5,32.620000000000005,2026-07-14 18:41:12
347,2026-02-11,Sports,1179.64,1120.66,9,58.98000000000002,2026-07-14 18:41:12
348,2026-02-12,Books,61.77,38.23,3,23.540000000000006,2026-07-14 18:41:12
349,2026-02-12,Clothing,49.41,31.39,1,18.019999999999996,2026-07-14 18:41:12
350,2026-02-12,Clothing,538.99,280.51,11,258.48,2026-07-14 18:41:12
351,2026-02-12,Electronics,1256.76,835.98,5,420.78,2026-07-14 18:41:12
352,2026-02-12,Home & Kitchen,272.34,178.26,3,94.07999999999998,2026-07-14 18:41:12
353,2026-02-12,Home & Kitchen,793.04,467.24,9,325.79999999999995,2026-07-14 18:41:12
354,2026-02-13,Books,21.46,12.76,1,8.700000000000001,2026-07-14 18:41:12
355,2026-02-13,Books,206.96,107.25,11,99.71000000000001,2026-07-14 18:41:12
356,2026-02-13,Books,239.52,139.87,11,99.65,2026-07-14 18:41:12
357,2026-02-13,Home & Kitchen,940.68,473.7,11,466.97999999999996,2026-07-14 18:41:12
358,2026-02-13,Home & Kitchen,249.78,138.59,3,111.19,2026-07-14 18:41:12
359,2026-02-13,Home & Kitchen,751.13,509.88,9,241.25,2026-07-14 18:41:12
360,2026-02-13,Home & Kitchen,821.31,568.88,9,252.42999999999995,2026-07-14 18:41:12
361,2026-02-14,Books,218.33,109.22,11,109.11000000000001,2026-07-14 18:41:12
362,2026-02-14,Books,86.59,60.05,4,26.540000000000006,2026-07-14 18:41:12
363,2026-02-14,Clothing,542.0,349.25,11,192.75,2026-07-14 18:41:12
364,2026-02-14,Electronics,2282.1,1406.67,10,875.4299999999998,2026-07-14 18:41:12
365,2026-02-14,Electronics,2852.06,1671.48,11,1180.58,2026-07-14 18:41:12
366,2026-02-14,Electronics,1567.29,1018.48,6,548.81,2026-07-14 18:41:12
367,2026-02-14,Home & Kitchen,983.07,678.84,11,304.23,2026-07-14 18:41:12
368,2026-02-14,Sports,0.0,0.0,0,0.0,2026-07-14 18:41:12
369,2026-02-14,Sports,127.14,120.78,1,6.359999999999999,2026-07-14 18:41:12
370,2026-02-15,Books,58.15,38.1,3,20.049999999999997,2026-07-14 18:41:12
371,2026-02-15,Clothing,411.52,249.73,10,161.79,2026-07-14 18:41:12
372,2026-02-15,Clothing,216.99,150.92,5,66.07000000000002,2026-07-14 18:41:12
373,2026-02-15,Electronics,2743.33,1449.85,10,1293.48,2026-07-14 18:41:12
374,2026-02-15,Electronics,2520.38,1675.81,11,844.5700000000002,2026-07-14 18:41:12
375,2026-02-16,Books,0.0,0.0,0,0.0,2026-07-14 18:41:12
376,2026-02-16,Books,232.47,144.7,11,87.77000000000001,2026-07-14 18:41:12
377,2026-02-16,Clothing,47.89,24.34,1,23.55,2026-07-14 18:41:12
378,2026-02-16,Electronics,271.76,187.37,1,84.38999999999999,2026-07-14 18:41:12
379,2026-02-16,Home & Kitchen,257.7,159.64,3,98.06,2026-07-14 18:41:12
380,2026-02-16,Home & Kitchen,433.06,269.94,5,163.12,2026-07-14 18:41:12
381,2026-02-17,Books,210.71,126.63,10,84.08000000000001,2026-07-14 18:41:12
382,2026-02-17,Books,206.01,135.54,11,70.47,2026-07-14 18:41:12
383,2026-02-17,Clothing,529.28,331.2,11,198.07999999999998,2026-07-14 18:41:12
384,2026-02-17,Clothing,81.73,43.55,2,38.18000000000001,2026-07-14 18:41:12
385,2026-02-17,Clothing,93.24,47.97,2,45.269999999999996,2026-07-14 18:41:12
386,2026-02-17,Electronics,1240.66,835.78,5,404.8800000000001,2026-07-14 18:41:12
387,2026-02-17,Home & Kitchen,77.53,42.6,1,34.93,2026-07-14 18:41:12
388,2026-02-17,Home & Kitchen,859.41,553.32,10,306.0899999999999,2026-07-14 18:41:12
389,2026-02-17,Sports,788.37,748.95,6,39.41999999999996,2026-07-14 18:41:12
390,2026-02-17,Sports,902.46,857.34,7,45.120000000000005,2026-07-14 18:41:12
391,2026-02-18,Clothing,132.89,73.8,3,59.08999999999999,2026-07-14 18:41:12
392,2026-02-18,Electronics,507.87,298.49,2,209.38,2026-07-14 18:41:12
393,2026-02-18,Home & Kitchen,709.35,483.64,8,225.71000000000004,2026-07-14 18:41:12
394,2026-02-18,Home & Kitchen,736.08,399.05,8,337.03000000000003,2026-07-14 18:41:12
395,2026-02-18,Sports,119.68,113.7,1,5.980000000000004,2026-07-14 18:41:12
396,2026-02-18,Sports,123.16,117.0,1,6.159999999999997,2026-07-14 18:41:12
397,2026-02-19,Books,208.43,114.0,11,94.43,2026-07-14 18:41:12
398,2026-02-19,Books,217.59,131.2,11,86.39000000000001,2026-07-14 18:41:12
399,2026-02-19,Clothing,438.56,264.24,10,174.32,2026-07-14 18:41:12
400,2026-02-19,Clothing,88.96,50.37,2,38.589999999999996,2026-07-14 18:41:12
401,2026-02-19,Electronics,763.94,406.95,3,356.99000000000007,2026-07-14 18:41:12
402,2026-02-19,Electronics,1166.9,592.01,5,574.8900000000001,2026-07-14 18:41:12
403,2026-02-19,Home & Kitchen,650.86,359.03,7,291.83000000000004,2026-07-14 18:41:12
404,2026-02-19,Sports,366.33,348.01,3,18.319999999999993,2026-07-14 18:41:12
405,2026-02-19,Sports,438.64,416.71,4,21.930000000000007,2026-07-14 18:41:12
406,2026-02-19,Sports,463.22,440.06,4,23.160000000000025,2026-07-14 18:41:12
407,2026-02-19,Sports,992.52,942.89,8,49.629999999999995,2026-07-14 18:41:12
408,2026-02-20,Books,122.05,82.22,6,39.83,2026-07-14 18:41:12
409,2026-02-20,Books,156.72,93.4,8,63.31999999999999,2026-07-14 18:41:12
410,2026-02-20,Books,166.03,91.97,9,74.06,2026-07-14 18:41:12
411,2026-02-20,Clothing,316.96,217.85,7,99.10999999999999,2026-07-14 18:41:12
412,2026-02-20,Home & Kitchen,691.16,390.25,9,300.90999999999997,2026-07-14 18:41:12
413,2026-02-20,Sports,0.0,0.0,0,0.0,2026-07-14 18:41:12
414,2026-02-20,Sports,1193.91,1134.21,10,59.700000000000045,2026-07-14 18:41:12
415,2026-02-20,Sports,853.46,810.79,7,42.67000000000007,2026-07-14 18:41:12
416,2026-02-20,Sports,1040.29,988.28,9,52.00999999999999,2026-07-14 18:41:12
417,2026-02-21,Books,195.51,124.72,9,70.78999999999999,2026-07-14 18:41:12
418,2026-02-21,Clothing,165.38,104.94,4,60.44,2026-07-14 18:41:12
419,2026-02-21,Clothing,232.51,122.75,5,109.75999999999999,2026-07-14 18:41:12
420,2026-02-21,Clothing,419.84,251.67,9,168.17,2026-07-14 18:41:12
421,2026-02-21,Electronics,2147.56,1318.86,8,828.7,2026-07-14 18:41:12
422,2026-02-21,Sports,374.74,356.0,3,18.74000000000001,2026-07-14 18:41:12
423,2026-02-21,Sports,570.64,542.11,5,28.529999999999973,2026-07-14 18:41:12
424,2026-02-22,Clothing,216.82,145.98,5,70.84,2026-07-14 18:41:12
425,2026-02-22,Electronics,2905.31,1782.13,11,1123.1799999999998,2026-07-14 18:41:12
426,2026-02-22,Electronics,544.09,362.02,2,182.07000000000005,2026-07-14 18:41:12
427,2026-02-22,Electronics,2420.33,1405.8,9,1014.53,2026-07-14 18:41:12
428,2026-02-22,Sports,773.91,735.21,7,38.69999999999993,2026-07-14 18:41:12
429,2026-02-23,Books,98.76,67.18,5,31.58,2026-07-14 18:41:12
430,2026-02-23,Clothing,495.04,301.22,11,193.82,2026-07-14 18:41:12
431,2026-02-23,Clothing,243.64,161.47,5,82.16999999999999,2026-07-14 18:41:12
432,2026-02-23,Electronics,0.0,0.0,0,0.0,2026-07-14 18:41:12
433,2026-02-23,Electronics,2324.5,1407.08,10,917.4200000000001,2026-07-14 18:41:12
434,2026-02-23,Electronics,1439.06,906.34,6,532.7199999999999,2026-07-14 18:41:12
435,2026-02-23,Home & Kitchen,158.73,99.76,2,58.969999999999985,2026-07-14 18:41:12
436,2026-02-23,Sports,0.0,0.0,0,0.0,2026-07-14 18:41:12
437,2026-02-23,Sports,234.65,222.92,2,11.730000000000018,2026-07-14 18:41:12
438,2026-02-23,Sports,809.29,768.83,7,40.45999999999992,2026-07-14 18:41:12
439,2026-02-24,Books,61.29,40.02,3,21.269999999999996,2026-07-14 18:41:12
440,2026-02-24,Books,169.59,91.06,8,78.53,2026-07-14 18:41:12
441,2026-02-24,Clothing,491.0,247.29,10,243.71,2026-07-14 18:41:12
442,2026-02-24,Clothing,140.88,81.71,3,59.17,2026-07-14 18:41:12
443,2026-02-24,Electronics,814.06,416.84,3,397.21999999999997,2026-07-14 18:41:12
444,2026-02-24,Electronics,1874.09,1281.04,8,593.05,2026-07-14 18:41:12
445,2026-02-24,Home & Kitchen,991.67,602.77,11,388.9,2026-07-14 18:41:12
446,2026-02-24,Home & Kitchen,458.72,235.9,5,222.82000000000002,2026-07-14 18:41:12
447,2026-02-24,Sports,1280.83,1216.79,11,64.03999999999996,2026-07-14 18:41:12
448,2026-02-24,Sports,342.49,325.37,3,17.120000000000005,2026-07-14 18:41:12
449,2026-02-24,Sports,383.27,364.11,3,19.159999999999968,2026-07-14 18:41:12
450,2026-02-25,Books,106.12,64.74,5,41.38000000000001,2026-07-14 18:41:12
451,2026-02-25,Clothing,92.23,54.45,2,37.78,2026-07-14 18:41:12
452,2026-02-25,Clothing,168.05,108.79,4,59.260000000000005,2026-07-14 18:41:12
453,2026-02-25,Clothing,265.2,177.15,6,88.04999999999998,2026-07-14 18:41:12
454,2026-02-25,Electronics,1902.26,1066.05,8,836.21,2026-07-14 18:41:12
455,2026-02-25,Home & Kitchen,251.11,159.08,3,92.03,2026-07-14 18:41:12
456,2026-02-25,Sports,611.22,580.66,5,30.56000000000006,2026-07-14 18:41:12
457,2026-02-25,Sports,885.56,841.28,8,44.27999999999997,2026-07-14 18:41:12
458,2026-02-26,Clothing,88.97,52.42,2,36.55,2026-07-14 18:41:12
459,2026-02-26,Clothing,308.13,190.7,7,117.43,2026-07-14 18:41:12
460,2026-02-26,Electronics,0.0,0.0,0,0.0,2026-07-14 18:41:12
461,2026-02-26,Electronics,238.73,147.87,1,90.85999999999999,2026-07-14 18:41:12
462,2026-02-26,Electronics,1258.84,674.35,5,584.4899999999999,2026-07-14 18:41:12
463,2026-02-26,Sports,245.14,232.88,2,12.259999999999991,2026-07-14 18:41:12
464,2026-02-27,Books,218.1,117.35,11,100.75,2026-07-14 18:41:12
465,2026-02-27,Books,39.21,22.48,2,16.73,2026-07-14 18:41:12
466,2026-02-27,Books,174.64,93.44,8,81.19999999999999,2026-07-14 18:41:12
467,2026-02-27,Clothing,477.03,260.81,10,216.21999999999997,2026-07-14 18:41:12
468,2026-02-27,Clothing,219.53,125.7,5,93.83,2026-07-14 18:41:12
469,2026-02-27,Electronics,1142.36,689.77,5,452.5899999999999,2026-07-14 18:41:12
470,2026-02-27,Home & Kitchen,84.09,47.65,1,36.440000000000005,2026-07-14 18:41:12
471,2026-02-27,Home & Kitchen,266.44,164.04,3,102.4,2026-07-14 18:41:12
472,2026-02-27,Sports,1257.93,1195.03,11,62.90000000000009,2026-07-14 18:41:12
473,2026-02-27,Sports,774.73,735.99,6,38.74000000000001,2026-07-14 18:41:12
474,2026-02-28,Books,0.0,0.0,0,0.0,2026-07-14 18:41:12
475,2026-02-28,Books,93.19,47.77,5,45.419999999999995,2026-07-14 18:41:12
476,2026-02-28,Books,127.09,87.11,6,39.980000000000004,2026-07-14 18:41:12
477,2026-02-28,Clothing,283.78,149.14,6,134.64,2026-07-14 18:41:12
478,2026-02-28,Electronics,2761.53,1725.18,11,1036.3500000000001,2026-07-14 18:41:12
479,2026-02-28,Electronics,969.26,530.97,4,438.28999999999996,2026-07-14 18:41:12
480,2026-02-28,Electronics,1258.96,653.82,5,605.14,2026-07-14 18:41:12
481,2026-02-28,Electronics,1314.04,748.36,5,565.68,2026-07-14 18:41:12
482,2026-02-28,Electronics,2396.38,1332.25,9,1064.13,2026-07-14 18:41:12
483,2026-02-28,Sports,390.74,371.2,3,19.54000000000002,2026-07-14 18:41:12
484,2026-02-28,Sports,587.92,558.52,5,29.399999999999977,2026-07-14 18:41:12
485,2026-03-01,Books,18.47,12.25,1,6.219999999999999,2026-07-14 18:41:12
486,2026-03-01,Books,40.13,27.44,2,12.690000000000001,2026-07-14 18:41:12
487,2026-03-01,Home & Kitchen,1279.96,862.2,14,417.76,2026-07-14 18:41:12
488,2026-03-01,Home & Kitchen,516.79,298.81,6,217.97999999999996,2026-07-14 18:41:12
489,2026-03-01,Home & Kitchen,571.76,295.13,7,276.63,2026-07-14 18:41:12
490,2026-03-01,Sports,336.49,215.01,3,121.48000000000002,2026-07-14 18:41:12
491,2026-03-02,Books,41.13,27.33,2,13.800000000000004,2026-07-14 18:41:12
492,2026-03-02,Books,65.43,43.51,3,21.92000000000001,2026-07-14 18:41:12
493,2026-03-02,Books,170.37,87.91,9,82.46000000000001,2026-07-14 18:41:12
494,2026-03-02,Electronics,3485.31,2385.87,13,1099.44,2026-07-14 18:41:12
495,2026-03-02,Electronics,3778.78,2516.16,14,1262.6200000000003,2026-07-14 18:41:12
496,2026-03-02,Sports,554.61,330.35,5,224.26,2026-07-14 18:41:12
497,2026-03-03,Books,20.04,14.01,1,6.029999999999999,2026-07-14 18:41:12
498,2026-03-03,Books,282.7,190.88,13,91.82,2026-07-14 18:41:12
499,2026-03-03,Clothing,692.35,354.18,14,338.17,2026-07-14 18:41:12
500,2026-03-03,Electronics,2881.97,1499.23,12,1382.7399999999998,2026-07-14 18:41:12
501,2026-03-03,Electronics,1658.71,876.55,7,782.1600000000001,2026-07-14 18:41:12
502,2026-03-03,Home & Kitchen,1214.41,695.81,14,518.6000000000001,2026-07-14 18:41:12
503,2026-03-03,Home & Kitchen,448.86,265.71,5,183.15000000000003,2026-07-14 18:41:12
504,2026-03-03,Sports,1541.22,770.71,12,770.51,2026-07-14 18:41:12
505,2026-03-04,Books,256.7,165.54,12,91.16,2026-07-14 18:41:12
506,2026-03-04,Home & Kitchen,598.04,356.63,7,241.40999999999997,2026-07-14 18:41:12
507,2026-03-04,Sports,1644.02,825.64,13,818.38,2026-07-14 18:41:12
508,2026-03-04,Sports,470.86,297.03,4,173.83000000000004,2026-07-14 18:41:12
509,2026-03-04,Sports,793.09,424.11,7,368.98,2026-07-14 18:41:12
510,2026-03-05,Books,18.44,11.24,1,7.200000000000001,2026-07-14 18:41:12
511,2026-03-05,Clothing,292.14,177.35,7,114.78999999999999,2026-07-14 18:41:12
512,2026-03-05,Electronics,2932.88,1607.92,13,1324.96,2026-07-14 18:41:12
513,2026-03-05,Home & Kitchen,384.13,212.03,5,172.1,2026-07-14 18:41:12
514,2026-03-05,Sports,457.54,242.43,4,215.11,2026-07-14 18:41:12
515,2026-03-05,Sports,636.18,440.18,5,195.99999999999994,2026-07-14 18:41:12
516,2026-03-06,Books,248.53,170.51,13,78.02000000000001,2026-07-14 18:41:12
517,2026-03-06,Books,38.6,24.99,2,13.610000000000003,2026-07-14 18:41:12
518,2026-03-06,Books,158.77,99.62,8,59.150000000000006,2026-07-14 18:41:12
519,2026-03-06,Clothing,245.53,129.3,5,116.22999999999999,2026-07-14 18:41:12
520,2026-03-06,Clothing,388.45,243.69,8,144.76,2026-07-14 18:41:12
521,2026-03-06,Electronics,2970.37,2009.43,12,960.9399999999998,2026-07-14 18:41:12
522,2026-03-06,Electronics,1926.16,1228.17,8,697.99,2026-07-14 18:41:12
523,2026-03-06,Home & Kitchen,782.45,525.74,9,256.71000000000004,2026-07-14 18:41:12
524,2026-03-06,Sports,1443.52,918.14,12,525.38,2026-07-14 18:41:12
525,2026-03-06,Sports,880.28,566.25,8,314.03,2026-07-14 18:41:12
526,2026-03-07,Books,240.71,165.72,11,74.99000000000001,2026-07-14 18:41:12
527,2026-03-07,Books,255.88,177.06,14,78.82,2026-07-14 18:41:12
528,2026-03-07,Books,97.75,57.91,5,39.84,2026-07-14 18:41:12
529,2026-03-07,Clothing,81.19,44.74,2,36.449999999999996,2026-07-14 18:41:12
530,2026-03-07,Clothing,247.46,149.2,6,98.26000000000002,2026-07-14 18:41:12
531,2026-03-07,Electronics,2107.69,1317.16,8,790.53,2026-07-14 18:41:12
532,2026-03-07,Home & Kitchen,990.39,576.83,12,413.55999999999995,2026-07-14 18:41:12
533,2026-03-07,Home & Kitchen,626.33,317.62,8,308.71000000000004,2026-07-14 18:41:12
534,2026-03-07,Sports,1791.06,920.14,14,870.92,2026-07-14 18:41:12
535,2026-03-08,Books,204.52,140.84,10,63.68000000000001,2026-07-14 18:41:12
536,2026-03-08,Books,212.08,137.99,11,74.09,2026-07-14 18:41:12
537,2026-03-08,Books,37.02,21.01,2,16.01,2026-07-14 18:41:12
538,2026-03-08,Books,103.52,62.03,5,41.489999999999995,2026-07-14 18:41:12
539,2026-03-08,Clothing,476.88,266.37,10,210.51,2026-07-14 18:41:12
540,2026-03-08,Clothing,269.24,184.18,6,85.06,2026-07-14 18:41:12
541,2026-03-08,Clothing,289.49,166.51,7,122.98000000000002,2026-07-14 18:41:12
542,2026-03-08,Electronics,3251.36,1789.71,12,1461.65,2026-07-14 18:41:12
543,2026-03-08,Electronics,1511.87,976.05,6,535.8199999999999,2026-07-14 18:41:12
544,2026-03-08,Electronics,2196.97,1393.52,8,803.4499999999998,2026-07-14 18:41:12
545,2026-03-08,Sports,1666.74,1114.05,14,552.69,2026-07-14 18:41:12
546,2026-03-09,Electronics,3135.88,2189.98,12,945.9000000000001,2026-07-14 18:41:12
547,2026-03-09,Electronics,1165.02,690.05,5,474.97,2026-07-14 18:41:12
548,2026-03-09,Home & Kitchen,432.68,260.33,5,172.35000000000002,2026-07-14 18:41:12
549,2026-03-09,Home & Kitchen,617.48,416.59,7,200.89000000000004,2026-07-14 18:41:12
550,2026-03-09,Home & Kitchen,635.54,410.91,7,224.62999999999994,2026-07-14 18:41:12
551,2026-03-09,Sports,627.12,416.13,5,210.99,2026-07-14 18:41:12
552,2026-03-10,Clothing,84.67,51.73,2,32.940000000000005,2026-07-14 18:41:12
553,2026-03-10,Clothing,175.87,110.56,4,65.31,2026-07-14 18:41:12
554,2026-03-10,Clothing,287.96,144.62,6,143.33999999999997,2026-07-14 18:41:12
555,2026-03-10,Electronics,525.87,334.28,2,191.59000000000003,2026-07-14 18:41:12
556,2026-03-10,Electronics,1004.83,672.84,4,331.99,2026-07-14 18:41:12
557,2026-03-10,Home & Kitchen,970.13,557.88,11,412.25,2026-07-14 18:41:12
558,2026-03-10,Home & Kitchen,591.47,355.12,7,236.35000000000002,2026-07-14 18:41:12
559,2026-03-11,Books,267.4,137.17,13,130.23,2026-07-14 18:41:12
560,2026-03-11,Clothing,668.43,370.29,14,298.13999999999993,2026-07-14 18:41:12
561,2026-03-11,Clothing,327.79,167.36,7,160.43,2026-07-14 18:41:12
562,2026-03-11,Electronics,2985.44,1843.93,13,1141.51,2026-07-14 18:41:12
563,2026-03-11,Home & Kitchen,831.56,484.4,10,347.15999999999997,2026-07-14 18:41:12
564,2026-03-11,Sports,1228.7,701.71,10,526.99,2026-07-14 18:41:12
565,2026-03-12,Books,230.56,159.1,11,71.46000000000001,2026-07-14 18:41:12
566,2026-03-12,Books,59.28,31.39,3,27.89,2026-07-14 18:41:12
567,2026-03-12,Books,84.57,44.29,4,40.279999999999994,2026-07-14 18:41:12
568,2026-03-12,Electronics,2915.75,1904.91,11,1010.8399999999999,2026-07-14 18:41:12
569,2026-03-12,Electronics,2879.67,1539.75,12,1339.92,2026-07-14 18:41:12
570,2026-03-12,Electronics,1657.55,951.91,7,705.64,2026-07-14 18:41:12
571,2026-03-12,Home & Kitchen,87.32,46.26,1,41.059999999999995,2026-07-14 18:41:12
572,2026-03-12,Sports,1522.05,976.45,12,545.5999999999999,2026-07-14 18:41:12
573,2026-03-13,Clothing,163.79,111.51,4,52.27999999999999,2026-07-14 18:41:12
574,2026-03-13,Electronics,972.45,551.28,4,421.1700000000001,2026-07-14 18:41:12
575,2026-03-13,Electronics,1239.55,739.51,5,500.03999999999996,2026-07-14 18:41:12
576,2026-03-13,Electronics,1417.57,746.02,6,671.55,2026-07-14 18:41:12
577,2026-03-13,Home & Kitchen,89.76,45.01,1,44.75000000000001,2026-07-14 18:41:12
578,2026-03-13,Home & Kitchen,454.06,243.93,5,210.13,2026-07-14 18:41:12
579,2026-03-13,Sports,1194.39,795.87,11,398.5200000000001,2026-07-14 18:41:12
580,2026-03-13,Sports,342.67,200.78,3,141.89000000000001,2026-07-14 18:41:12
581,2026-03-13,Sports,722.6,404.47,6,318.13,2026-07-14 18:41:12
582,2026-03-14,Books,191.29,105.66,10,85.63,2026-07-14 18:41:12
583,2026-03-14,Books,159.11,79.98,8,79.13000000000001,2026-07-14 18:41:12
584,2026-03-14,Clothing,427.41,219.29,9,208.12000000000003,2026-07-14 18:41:12
585,2026-03-14,Home & Kitchen,643.34,353.78,7,289.56000000000006,2026-07-14 18:41:12
586,2026-03-14,Sports,435.23,223.07,4,212.16000000000003,2026-07-14 18:41:12
587,2026-03-15,Electronics,1370.32,755.47,5,614.8499999999999,2026-07-14 18:41:12
588,2026-03-15,Home & Kitchen,314.7,212.87,4,101.82999999999998,2026-07-14 18:41:12
589,2026-03-15,Home & Kitchen,545.78,298.74,7,247.03999999999996,2026-07-14 18:41:12
590,2026-03-15,Home & Kitchen,559.07,342.75,7,216.32000000000005,2026-07-14 18:41:12
591,2026-03-15,Home & Kitchen,741.43,417.45,9,323.97999999999996,2026-07-14 18:41:12
592,2026-03-15,Sports,1278.69,840.79,10,437.9000000000001,2026-07-14 18:41:12
593,2026-03-16,Clothing,452.2,290.12,11,162.07999999999998,2026-07-14 18:41:12
594,2026-03-16,Clothing,433.4,265.35,9,168.04999999999995,2026-07-14 18:41:12
595,2026-03-16,Electronics,2332.89,1607.69,10,725.1999999999998,2026-07-14 18:41:12
596,2026-03-16,Electronics,458.17,271.08,2,187.09000000000003,2026-07-14 18:41:12
597,2026-03-16,Electronics,1845.91,1240.5,8,605.4100000000001,2026-07-14 18:41:12
598,2026-03-16,Home & Kitchen,833.4,577.94,9,255.45999999999992,2026-07-14 18:41:12
599,2026-03-16,Sports,976.76,629.04,9,347.72,2026-07-14 18:41:12
600,2026-03-17,Books,218.21,111.37,11,106.84,2026-07-14 18:41:12
601,2026-03-17,Books,294.23,148.17,14,146.06000000000003,2026-07-14 18:41:12
602,2026-03-17,Clothing,446.61,260.08,10,186.53000000000003,2026-07-14 18:41:12
603,2026-03-17,Electronics,1880.25,1145.01,7,735.24,2026-07-14 18:41:12
604,2026-03-17,Sports,847.63,434.37,7,413.26,2026-07-14 18:41:12
605,2026-03-18,Books,228.26,157.35,12,70.91,2026-07-14 18:41:12
606,2026-03-18,Books,102.69,67.73,5,34.959999999999994,2026-07-14 18:41:12
607,2026-03-18,Books,149.02,85.85,7,63.170000000000016,2026-07-14 18:41:12
608,2026-03-18,Clothing,445.28,272.32,10,172.95999999999998,2026-07-14 18:41:12
609,2026-03-18,Clothing,569.38,287.78,12,281.6,2026-07-14 18:41:12
610,2026-03-18,Clothing,344.67,226.99,8,117.68,2026-07-14 18:41:12
611,2026-03-18,Electronics,2498.91,1302.17,10,1196.7399999999998,2026-07-14 18:41:12
612,2026-03-18,Electronics,1985.57,1353.85,8,631.72,2026-07-14 18:41:12
613,2026-03-18,Home & Kitchen,464.48,251.17,5,213.31000000000003,2026-07-14 18:41:12
614,2026-03-19,Electronics,2821.21,1514.55,12,1306.66,2026-07-14 18:41:12
615,2026-03-19,Electronics,3564.67,2258.52,13,1306.15,2026-07-14 18:41:12
616,2026-03-19,Home & Kitchen,1194.76,663.55,13,531.21,2026-07-14 18:41:12
617,2026-03-19,Home & Kitchen,811.45,487.72,9,323.73,2026-07-14 18:41:12
618,2026-03-19,Sports,1532.27,862.1,12,670.17,2026-07-14 18:41:12
619,2026-03-19,Sports,223.97,151.49,2,72.47999999999999,2026-07-14 18:41:12
620,2026-03-20,Books,231.07,127.29,12,103.77999999999999,2026-07-14 18:41:12
621,2026-03-20,Books,249.42,170.51,13,78.91,2026-07-14 18:41:12
622,2026-03-20,Clothing,460.24,270.21,10,190.03000000000003,2026-07-14 18:41:12
623,2026-03-20,Clothing,614.76,427.07,14,187.69,2026-07-14 18:41:12
624,2026-03-20,Electronics,1326.55,887.13,5,439.41999999999996,2026-07-14 18:41:12
625,2026-03-20,Home & Kitchen,77.0,51.17,1,25.83,2026-07-14 18:41:12
626,2026-03-20,Home & Kitchen,982.13,583.61,12,398.52,2026-07-14 18:41:12
627,2026-03-20,Home & Kitchen,986.38,527.47,12,458.90999999999997,2026-07-14 18:41:12
628,2026-03-20,Home & Kitchen,550.95,351.16,7,199.79000000000002,2026-07-14 18:41:12
629,2026-03-20,Sports,1533.88,797.81,12,736.0700000000002,2026-07-14 18:41:12
630,2026-03-20,Sports,334.22,190.37,3,143.85000000000002,2026-07-14 18:41:12
631,2026-03-21,Books,302.6,165.39,14,137.21000000000004,2026-07-14 18:41:12
632,2026-03-21,Clothing,140.03,71.97,3,68.06,2026-07-14 18:41:12
633,2026-03-21,Electronics,683.86,464.87,3,218.99,2026-07-14 18:41:12
634,2026-03-21,Electronics,945.44,630.99,4,314.45000000000005,2026-07-14 18:41:12
